Model,Scenario,Region,Variable,Unit,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
FRIDAv2.1,HD_D1_20_10,World,Temperature Anomaly,K,0.502528567101198,0.5140065786987995,0.6756807015853998,0.6752734085331998,0.8737040504141999,0.964065778064,1.06037143559,1.228082097738,1.3710607736059996,1.5859063430499998,1.754853785892,1.93963031558,2.158545260562,2.331942082564,2.510943939524,2.645400285516,2.79660858033,2.914136641124,3.05438540386,3.155644343044,3.263057940888,3.373101893944,3.464368434422,3.568253450092,3.64372514165,3.7275903784019992,3.803355692078,3.882577660764,3.937461002744,4.025637329519999,4.087960898437999,4.195233579101999,4.278820986476,4.357598535989999,4.442173380878
FRIDAv2.1,HD_D1_20_10,World,CO2 Emissions,MtCO2/Year,26424.6374219,25222.59721874,26634.22119572,28767.89413108,31119.43593994,35595.25437116,38588.64782626,41128.51196438,42434.92125864,44753.5830178,45138.11944644,42298.39313068,38222.61606394,35123.15637448,32428.9637988,30297.17853728,28324.19335022,26384.81664412,25028.85038542,23717.41029648,22273.78203888,22273.93754202,22694.843603919995,22877.86957778,23850.68964274,24710.87373906,24650.2931244,25811.43158553999,25999.771928179984,26228.38186786,26669.532696019996,26474.99783813999,27360.46399572,27509.652768839987,27483.92868524
FRIDAv2.1,HD_D1_20_10,World,CO2 Emissions|Energy,MtCO2/Year,18847.91661446,19119.99196082,20461.82313416,22800.53162748,25375.91502008,29307.66750398,32095.00700954,34261.84342116,35501.999232279995,37291.63836668,37921.81481134,34113.4008048,29572.81012566,25610.35844002,22227.506591880003,19418.52910274,16977.69462736,14958.633804319998,13214.53496428,11757.94998652,10512.146204,9684.225193098,9478.966939683998,9544.805978318,9548.556226508,9584.601807844,9482.994084803997,9333.425355594,9166.636453426,8944.571054333994,8706.523351329999,8453.016410461998,8216.477951104,8031.594877141998,7857.996095723999
FRIDAv2.1,HD_D1_20_10,World,CO2 Emissions|Food and Land Use,MtCO2/Year,7196.686996262,5895.026438983999,5887.86649855,5645.585280978,5191.922809666,5521.218528764,5351.52492015,5428.585280269999,5194.195494078,5301.104448998,4774.507638364,5295.007073844,5625.48057616,6137.184235545999,6570.466941731999,6719.161535136,6624.543457696,6366.636280001999,6145.240758012001,5838.18909974,5613.736089283999,5689.105735502,5988.244239584,5911.922825636,5734.528161441999,5662.600687917999,5507.860764287999,5595.818105039999,5501.47038058,5438.819866444001,5476.373423323996,5452.072418823999,5435.001624152,5542.303362991999,5535.110582158
FRIDAv2.1,HD_D1_20_10,World,Capacity|Electricity|Solar,GW,0.745,0.6556544279288,0.5589871513806,0.4445817949436,5.000246505548,34.63014694955999,56.56091234461999,148.1927190963999,515.8862385704,1148.1332357119995,2675.137141489997,4073.455342384,4698.035677303999,6299.193690723997,7962.859490839997,10122.097963039994,12294.43218448,14251.653049019997,15886.075992359996,17338.940176759992,18645.33140306,19456.413938759997,20444.737015999995,21543.396993839982,22647.551046239983,24092.56750682,25206.33722044,26250.11199704,26926.573865719984,27264.2490915,27393.41001436,27969.21568328,28580.48901808,29430.581391839987,30122.29771184
FRIDAv2.1,HD_D1_20_10,World,Capacity|Electricity|Wind,GW,0.745,0.6556546462342,0.5589880095199999,0.4640560193377995,0.5013452919651997,17.87772858752,146.58495854539996,463.8211656454,935.1402731623998,2083.5919205959995,5023.575828052,7274.150436627998,7421.955403275999,9261.306517254,11130.15210244,13091.746847319995,15153.658833119998,17011.364108859998,18252.927418279996,19271.077729,19899.18531858,20637.00346554,21175.83458346,21924.04709546,22912.40729938,24035.74679892,24987.577753559995,25739.77720834,26166.730268899995,26470.93726308,26725.037020339994,27062.10835944,27427.45573116,27635.41119052,28292.749872079992
FRIDAv2.1,HD_D1_20_10,World,Capacity|Biomass,Mt/Year,6.3826063296,22.10499200198,20.23278168084,32.85986840197999,45.87302037905999,55.70220368554,137.4314138246,191.91110160719995,246.8270284592,332.964974197,273.2705889446,379.160745655,642.9003314482,1120.34126597,1681.3152351800002,2277.147495176,2822.913691054,3250.18948602,3590.325384972,3848.46801149,4053.0137593,4341.880390476,4881.648603145999,5487.092792459999,5891.722846023999,6256.006934726,6508.787061127999,6619.265731065999,6707.297499219997,6785.604570854,6789.134290992,6801.492527244,6794.772559812,6714.041271725999,6760.07658992
FRIDAv2.1,HD_D1_20_10,World,Production|Biomass,Mt/Year,5.664902732536,19.84892641508,18.29404673862,29.77530413616,42.08610594298,50.36814126976,125.1991272604,176.4568813962,227.9575167936,306.9091985726,262.265992719,349.6689219042,590.5715164026,1024.700852234,1548.1727339099998,2119.234569364,2670.1028902539992,3107.54863032,3455.387373268,3724.616796842,3944.104375133999,4234.791641053999,4689.025478982,5298.442099823998,5763.699185313998,6109.175323503995,6366.506096181999,6514.300908032,6620.506586455999,6711.348011801999,6718.739683341997,6716.15912023,6731.226371715999,6681.454342959998,6704.011888843997
FRIDAv2.1,HD_D1_20_10,World,Capacity|Coal,c$,2213282600000.0,2166767780152.0,2238177034488.0,2530162373568.0,2866571868440.0,3455718890958.0,3920920138536.0,4078132486838.0,4151068723110.0,4404272967034.0,4466148275008.0,3740305633886.0,2907576292690.0,2253053236846.0,1741984694678.0,1345258973485.9998,1038265303530.0,801164795514.4,616975228997.6,474576612286.4,364434798251.6,279887389218.6,216910600092.8,166616364043.6,127896865696.8,98070320803.44,75210434428.51999,57578565160.68,44133740569.62,33834520876.1,26002078770.5,19974228750.36,15356666302.28,11808258313.339998,9090604333.414
FRIDAv2.1,HD_D1_20_10,World,Capacity|Gas,c$,2106686800000.0,2305335954384.0,2676692813006.0,3122351236208.0,3465602755690.0,3894577290544.0,4183340810772.0,4657403639024.0,5029298126282.0,5455847996938.0,5768132331442.0,5868957886456.0,5819120794576.0,5683920237738.0,5505312697989.998,5208470283882.0,4861338309980.0,4499810981672.0,4115779724276.0,3738308966990.0,3371823716793.9995,3104554586943.9995,2990456992825.9995,2930377089802.0,2900698557842.0,2821028434049.9995,2722951302654.0,2620805593434.0,2521648776570.0,2401452830194.0,2288131532620.0,2175243897472.0,2056809633872.0,1941997022794.0,1825730426765.9995
