Year,="Calibration Data: Energy Balance Model.Surface Temperature Anomaly[1]",="Run 1: Energy Balance Model.Surface Temperature Anomaly[1]",="Calibration Data: Emissions.Total CO2 Emissions[1]",="Run 1: Emissions.Total CO2 Emissions[1]",="Calibration Data: Emissions.CO2 emissions from Energy[1]",="Run 1: Emissions.CO2 emissions from Energy[1]",="Calibration Data: Emissions.CO2 Emissions from Food and Land Use[1]",="Run 1: Emissions.CO2 Emissions from Food and Land Use[1]",="Run 1: solar energy.Current Solar Capacity[1]",="Run 1: wind energy.Current Wind Capacity[1]",="Run 1: bio fuel energy.bio fuel production Capacity[1]",="Calibration Data: bio fuel energy.bio fuel production[1]",="Run 1: bio fuel energy.bio fuel production[1]",="Run 1: fossil energy coal.Fossil Energy and Fuel Capital[1]",="Run 1: fossil energy gas.Fossil Energy and Fuel Capital[1]",="Run 1: fossil energy oil.Fossil Energy and Fuel Capital[1]",="Calibration Data: hydropower energy.Hydropower Energy Capacity[1]",="Run 1: hydropower energy.Hydropower Energy Capacity[1]",="Calibration Data: nuclear energy.Nuclear Energy Capacity[1]",="Run 1: nuclear energy.Nuclear Energy Capacity[1]",="Run 1: CCS.Storing CO2[1]",="Calibration Data: energy supply.Total Energy Output[1]",="Run 1: energy supply.Total Energy Output[1]",="Calibration Data: fossil energy coal.Secondary Fossil Energy Output[1]",="Run 1: fossil energy coal.Secondary Fossil Energy Output[1]",="Calibration Data: fossil energy gas.Secondary Fossil Energy Output[1]",="Run 1: fossil energy gas.Secondary Fossil Energy Output[1]",="Calibration Data: fossil energy oil.Secondary Fossil Energy Output[1]",="Run 1: fossil energy oil.Secondary Fossil Energy Output[1]",="Calibration Data: nuclear energy.Nuclear Energy Output[1]",="Run 1: nuclear energy.Nuclear Energy Output[1]",="Calibration Data: bio fuel energy.bio fuel secondary energy output[1]",="Run 1: bio fuel energy.bio fuel secondary energy output[1]",="Calibration Data: hydropower energy.Hydropower Energy Output[1]",="Run 1: hydropower energy.Hydropower Energy Output[1]",="Calibration Data: solar energy.Solar Energy Output[1]",="Run 1: solar energy.Solar Energy Output[1]",="Calibration Data: wind energy.Wind Energy Output[1]",="Run 1: wind energy.Wind Energy Output[1]"
1980,0.547303922,0.366658618007,24457.05417,25093.6934251,19083.03344,18818.164425,4967.734762,5857.21008695,0.745,0.745,5,,4.47941075395,2211951818400,2103968299190,7580952636270,,478.7768037,,97.55917166,0,28081.16861,28005.9853593,7516.00188,8227.63577284,5125.30596,5166.91229325,12802.07952,12027.0617528,727.234416,731.69378745,11.8030032,8.80206401429,1843.368768,1841.24836071,,1.26149694978,,1.36983122388
1981,0.597303922,0.360810530089,23853.81758,24167.9412774,18617.38162,18546.6999033,4830.136789,5218.6981924,0.727126316949,0.727126316949,6.70107284484,,6.0642395918,2173512747050,2102347798830,7491050371300,,486.772448314,,108.596028902,0,27957.79288,27820.7628698,7616.88072,8089.43197062,5182.51428,5163.6380789,12346.45308,11866.7122736,858.831408,814.470216768,10.70925228,11.9446461118,1883.026224,1871.9974852,,1.23123171937,,1.33696688948
1982,0.389803922,0.348489677605,23415.75199,23677.3336616,18467.57127,18440.4142043,4543.884273,4842.92774706,0.709252902191,0.709252902191,10.0669316261,,9.10547802736,2154344605800,2121728948890,7405306107430,,504.47542266,,121.801622048,0,27820.14799,27876.6467203,7702.35336,8026.50068393,5209.10316,5214.75929768,11977.4178,11761.363007,931.794264,913.51216536,13.52024784,17.928076125,1917.095616,1940.07842029,,1.20096694327,,1.30410304838
1983,0.572303922,0.317999846545,23777.83537,23553.9429325,18579.22308,18486.084104,4785.150194,4676.68143402,0.691380098985,0.691380098985,12.9725086876,,11.7066173067,2145646549210,2160506820910,7395429335570,,523.358655892,,136.053754822,0,28296.52242,28154.7227621,7938.3492,8008.6940237,5293.37736,5316.50464732,11915.91288,11770.9294017,1056.04524,1020.40316116,17.6469264,23.0512672418,1998.9153,2012.69831742,,1.17070320269,,1.27124033175
1984,0.407303922,0.318923648358,25287.91215,23671.4006541,19227.35855,18656.0085944,5639.309237,4622.4696658,0.673507906073,0.673507906073,14.7894946052,,13.3694092395,2141741419860,2213182970770,7477241271470,,539.417172281,,150.095329177,0,29566.8856,28610.0445007,8283.0384,8013.38400844,5724.96336,5456.81078768,12104.77212,11910.9343574,1281.548412,1125.71496883,20.81031228,26.3664549354,2066.6232,2074.45510419,,1.14044049552,,1.23837873727
1985,0.397303922,0.356389261067,25603.90861,24040.8476625,19886.93967,18905.9555231,5291.178396,4737.13588542,0.655635307214,0.655635307214,15.2260218162,,13.7740283782,2138828706640,2273721959800,7631315677620,,552.464023532,,162.871040901,0,30360.42663,29174.5034972,8638.82568,8023.2174905,5854.39812,5618.98912894,12127.07232,12156.5842358,1520.941464,1221.53280676,24.6276324,27.2343146382,2106.93672,2124.62982713,,1.11017710096,,1.20551639637
1986,0.452303922,0.391669520081,26143.21026,24589.4282416,20173.45279,19193.6692792,5527.406112,4991.66836276,0.636298297984,0.636298297984,15.8501062243,,14.3142490069,2141141376500,2341359019680,7789891303570,,566.118537231,,174.734787512,0,31034.96064,29790.410475,8734.97448,8048.09613394,5911.59852,5795.46832326,12498.4512,12428.6043167,1629.031104,1310.51090634,30.3130764,28.3419408332,2135.49696,2177.14145838,,1.07743404303,,1.16996144467
1987,0.584803922,0.422432061827,26590.96297,25062.0779851,20791.86766,19434.113039,5340.021508,5216.96561996,0.616960650722,0.616960650722,15.4888203028,,13.9896580319,2146492007670,2407912634100,7912866504910,,579.636037715,,185.948117237,0,32157.46319,30347.3633483,9082.25496,8079.52477927,6221.48148,5966.33633187,12784.69692,12647.8466592,1772.03916,1394.61087927,30.7188432,27.7394303476,2164.36608,2229.12617321,,1.04468990472,,1.13440531981
1988,0.634803922,0.456476902307,27257.22676,25428.1728154,21603.10533,19642.0843801,5171.195822,5367.41127066,0.597622370354,0.597622370354,14.73421503,,13.3114013806,2154085050070,2473649843000,8011974881330,,592.434942228,,196.737720536,0,33355.27098,30862.7940377,9353.90808,8117.82692182,6511.98312,6135.51043465,13186.40904,12827.0206806,1931.92128,1475.53290402,32.24167056,26.4449450086,2233.725984,2278.34735889,,1.01194469439,,1.09884803087
1989,0.522303922,0.493583743807,27341.09605,25718.5138561,21894.29615,19870.4867929,4953.545343,5419.0265652,0.578283382342,0.578283382342,14.0154577652,,12.6634091357,2169193170550,2546310011430,8096682010920,,606.314289769,,207.964143401,0,34001.17371,31414.5142055,9443.17764,8183.77458229,6799.91328,6322.58408716,13395.37212,12989.4562294,1986.83856,1559.7310755,34.4481264,25.2021020606,2222.26992,2331.72364134,,0.979198285813,,1.06328944078
1990,0.699803922,0.525349654067,27706.71902,25995.1477108,22235.52608,20164.3101947,4976.803532,5386.35604122,0.558943700283,0.558943700283,13.3317387803,,12.0441269663,2194491925030,2631089653270,8191654847130,,621.285034705,,220.085963089,0,34396.11386,32069.7988367,9329.8338,8289.64001797,7013.214,6543.89232411,13538.88,13170.3338942,2043.619452,1650.64472317,38.3648796,24.0165488272,2297.884572,2389.29714816,,0.946450702019,,1.02772957455
1991,0.679803922,0.514150007911,28157.23702,26320.9948275,22678.73387,20557.3599775,4970.189742,5296.81238312,0.536057324122,0.536057324122,12.6813639023,,11.4721344377,2234733268720,2726483681690,8310870783000,,637.538129187,,233.590675809,0,34671.19571,32876.3479443,9240.26616,8453.56392675,7190.22096,6802.14128048,13567.905,13392.0911647,2141.39196,1751.93006857,39.8328552,22.9259272797,2351.02824,2451.80223057,,0.907697556088,,0.985648403182
1992,0.477303922,0.43083216639,27787.3104,26777.3175479,21999.69733,21035.0382395,5258.219371,5246.72077229,0.513172530767,0.513172530767,12.9956391312,,11.7650233138,2290864268790,2828349133740,8449651801920,,653.33052444,,248.118268071,0,34875.34234,33805.3908283,9204.22116,8679.0275218,7222.85352,7078.05192075,13749.4332,13649.5115273,2157.646824,1860.88701053,39.1340286,23.5647445286,2350.78596,2512.53558617,,0.868947090297,,0.943570142121
1993,0.527303922,0.404843552479,27730.77985,27274.7691495,22204.48497,21539.9244034,4974.06458,5207.96344209,0.490289854638,0.490289854638,14.7645548686,,13.362075413,2357472158880,2923152709840,8588452538850,,668.078589747,,262.994502803,0,35155.52693,34767.9284369,9248.3802,8945.72948459,7295.5728,7342.13631902,13688.8452,13909.7896562,2231.953056,1972.45877102,41.162418,26.8297837229,2492.372268,2569.25272631,,0.830200209574,,0.901495774005
1994,0.582303922,0.469581204541,28883.5013,27753.9154873,22404.42243,22016.1620986,5889.616447,5181.12874626,0.467406944922,0.467406944922,18.411648825,,16.6348311594,2422949071400,3004496358090,8706193911810,,681.866334496,,277.631928793,0,35603.09024,35673.3164638,9284.8572,9217.74207821,7340.26068,7576.57754128,13986.8352,14139.3407022,2273.84928,2082.23946595,44.67663936,33.4890734221,2507.8986,2622.27672877,,0.79145293332,,0.85942097639
1995,0.732303922,0.538318514717,28965.66668,28214.9343977,22909.521,22448.7498692,5432.623726,5184.00162976,0.444522791854,0.444522791854,23.9494525067,,21.6052456306,2485083243940,3071369462280,8798911330130,,695.151161508,,291.955561908,0,36380.66748,36505.7717804,9351.26928,9485.79779157,7597.61712,7779.86190133,14195.4822,14331.8929575,2372.47668,2189.66671431,47.185344,43.6157249676,2643.606576,2673.36664325,,0.752703551718,,0.817343892626
