Year,="Calibration Data: Energy Balance Model.Surface Temperature Anomaly[1]",="Run 1: Energy Balance Model.Surface Temperature Anomaly[1]",="Calibration Data: Emissions.Total CO2 Emissions[1]",="Run 1: Emissions.Total CO2 Emissions[1]",="Calibration Data: Emissions.CO2 emissions from Energy[1]",="Run 1: Emissions.CO2 emissions from Energy[1]",="Calibration Data: Emissions.CO2 Emissions from Food and Land Use[1]",="Run 1: Emissions.CO2 Emissions from Food and Land Use[1]",="Run 1: solar energy.Current Solar Capacity[1]",="Run 1: wind energy.Current Wind Capacity[1]",="Run 1: bio fuel energy.bio fuel production Capacity[1]",="Calibration Data: bio fuel energy.bio fuel production[1]",="Run 1: bio fuel energy.bio fuel production[1]",="Run 1: fossil energy coal.Fossil Energy and Fuel Capital[1]",="Run 1: fossil energy gas.Fossil Energy and Fuel Capital[1]",="Run 1: fossil energy oil.Fossil Energy and Fuel Capital[1]",="Calibration Data: hydropower energy.Hydropower Energy Capacity[1]",="Run 1: hydropower energy.Hydropower Energy Capacity[1]",="Calibration Data: nuclear energy.Nuclear Energy Capacity[1]",="Run 1: nuclear energy.Nuclear Energy Capacity[1]",="Run 1: CCS.Storing CO2[1]",="Calibration Data: energy supply.Total Energy Output[1]",="Run 1: energy supply.Total Energy Output[1]",="Calibration Data: fossil energy coal.Secondary Fossil Energy Output[1]",="Run 1: fossil energy coal.Secondary Fossil Energy Output[1]",="Calibration Data: fossil energy gas.Secondary Fossil Energy Output[1]",="Run 1: fossil energy gas.Secondary Fossil Energy Output[1]",="Calibration Data: fossil energy oil.Secondary Fossil Energy Output[1]",="Run 1: fossil energy oil.Secondary Fossil Energy Output[1]",="Calibration Data: nuclear energy.Nuclear Energy Output[1]",="Run 1: nuclear energy.Nuclear Energy Output[1]",="Calibration Data: bio fuel energy.bio fuel secondary energy output[1]",="Run 1: bio fuel energy.bio fuel secondary energy output[1]",="Calibration Data: hydropower energy.Hydropower Energy Output[1]",="Run 1: hydropower energy.Hydropower Energy Output[1]",="Calibration Data: solar energy.Solar Energy Output[1]",="Run 1: solar energy.Solar Energy Output[1]",="Calibration Data: wind energy.Wind Energy Output[1]",="Run 1: wind energy.Wind Energy Output[1]"
2001,0.817303922,0.740174861965,30472.77916,31114.8006654,24949.95344,25520.3279528,4765.43707,4835.32884632,7.1990832642,0.985944571548,34.4635406317,25.5572375,31.7274855503,2881756166210,3478147158910,9656061355200,709.0768,753.713561695,,339.114835678,0,40382.62897,42047.2067445,10096.86216,11292.2244284,8811.275595,9149.00431232,15713.85562,16084.6848979,2710.601831,2543.36126759,47.62222442,65.346813799,2744.931511,2898.58207247,,12.1900960792,,1.81285591828
2002,0.889803922,0.763542036857,31406.26592,32056.2025732,25492.69373,26354.8929214,5128.325273,4883.57119784,11.5859601196,2.23911642876,32.7817895023,34.2991692,30.1443322266,2989509683670,3580666641200,9900796166330,720.22594,765.007931174,,341.830827619,0,41506.98865,43438.0757542,10564.6512,11779.2634319,9127.962765,9498.04824144,15919.67946,16568.9510027,2753.922091,2563.73120714,54.45585459,62.3292656929,2795.535506,2942.01721621,,19.6183266458,,4.11706254766
2003,0.884803922,0.781156734312,33746.54781,33012.0201265,26807.00975,27164.6502074,6075.929287,4969.86314154,16.8829755508,4.82933444996,32.4924751057,40.058282,29.7783642662,3111508482640,3673435831430,10088808045900,740.4212,778.762411692,359.83,344.728830214,0,43243.27773,44803.5713233,11566.51172,12329.6044936,9443.590306,9830.52670578,16363.50071,16963.7665198,2698.123217,2585.4662266,62.00760678,61.826708059,2792.117732,2994.91329328,,28.5876807523,,8.87969546322
2004,0.812303922,0.79571393403,34037.88219,33915.5047493,27731.04263,27908.2639039,5404.208247,5077.28301194,22.098001558,9.02420412675,36.6878522493,43.3210098,33.4381484574,3241744333410,3747917794990,10205520168300,761.328,794.51871687,364.54,347.451119993,0,45706.93482,46074.7870984,12445.42177,12922.3025335,9875.954967,10124.1716208,17128.56701,17243.1915694,2820.743086,2605.88339994,74.28135459,69.7191145839,2998.241301,3055.50785603,,37.4182034383,,16.5928007832
2005,0.954803922,0.809912393083,34506.78369,34715.531629,28647.27064,28586.1116814,4891.181519,5157.5133266,25.6615889494,15.3275203744,46.1908444164,49.9169365,41.8666056456,3378985670080,3801522514970,10255893065600,784.0963,812.202655257,368.04,349.657032782,0,47539.36645,47244.0212114,13454.44948,13555.0437141,10200.84507,10371.6697267,17460.13388,17412.055233,2828.145536,2622.42774587,87.18189802,87.674131063,3099.078918,3123.51558388,,43.4523707195,,28.1827060314
2006,0.909803922,0.824703302218,35962.00897,35357.7067591,29573.76777,29187.9032346,5332.363436,5164.83511859,26.9188395417,24.5947857351,60.4988455834,61.3259188,54.686424692,3512473265740,3838053052210,10258526159100,805.47506,831.631694027,369.49,351.154241474,0,49192.24142,48305.5175963,14243.84253,14188.2458291,10535.67259,10580.5263197,17758.90304,17499.010091,2863.392354,2633.65681106,110.2180293,115.040364251,3217.216101,3198.23450408,,45.5812536555,,45.2224234155
2007,0.924803922,0.841150794994,36130.70058,35801.2115956,30401.88825,29686.5807303,4594.770148,5079.87288797,27.9088100729,38.4150893425,75.6950590142,77.6700997,68.5496796137,3616661310130,3873170370210,10252669435600,832.41106,852.345250245,369.48,352.370324195,0,51020.27046,49264.4123242,15146.88075,14721.091105,11036.49995,10788.8165152,18079.15671,17571.062384,2805.020612,2642.77743146,147.4148518,144.880185678,3270.630024,3277.89333703,,47.2575554079,,70.6338105361
2008,0.804803922,0.860540814332,36956.01666,36176.1004742,30926.47213,30126.7716759,4880.509684,4979.31966227,28.8396806524,58.4822371662,91.3076425747,98.8609688,82.9259067548,3694598748770,3915692520120,10257290501500,861.7954,875.039650653,368.27,353.648300517,0,51948.34489,50197.2040772,15450.71428,15161.8647628,11374.81592,11022.0229651,18042.98285,17663.3337562,2796.324371,2652.36225387,202.9421062,176.08531689,3461.385595,3365.16997037,,48.8337841282,,107.531267802
2009,0.934803922,0.881034398833,36817.4037,36583.1714249,30361.12298,30554.6984711,5274.195063,4911.16016715,29.6708557127,86.906681391,106.955018346,107.2440035,97.3832605367,3753204406140,3970760911620,10285723081500,891.6133,900.41728951,367.41,355.058753487,0,51440.70615,51174.8398489,15319.47854,15535.2821742,11208.76094,11296.8811118,17749.88869,17799.1875405,2756.755906,2662.94065115,233.0235254,207.746262712,3455.774089,3462.76562577,,50.2411999715,,159.795282863
2010,1.007303922,0.905339895274,38845.39973,37078.4678385,32094.06964,31000.0878858,5488.13559,4899.62207221,30.3779436956,126.204630943,122.403827071,123.8499785,111.620274471,3796848528350,4042450276900,10344971161900,925.737,929.227256209,370.93,356.641669298,0,54253.12741,52246.6400593,16103.7526,15856.0502331,12117.1592,11626.6227049,18431.74468,17992.9083195,2827.797254,2674.81251974,265.4565226,239.194270894,3651.408256,3573.56110196,,51.4385010906,,232.052408139
